session_id,participant_uuid,task_number,task_name,assigned_ai_type,assigned_persona,status,duration_minutes,started_at,completed_at
833,participant_139,5,Staking Contract - Token stake etme,Complementary,Öğretmen Zeynep - Practical,Completed,47,2025-08-15T11:18:36.698216,2025-08-15T11:18:36.698216
834,participant_139,6,Auction System - Açık artırma sistemi,Complementary,Öğretmen Zeynep - Practical,Completed,41,2025-08-15T11:18:36.698216,2025-08-15T11:18:36.698216
835,participant_140,1,Token Transfer Contract - ERC20 benzeri basit token,Similar,Öğretmen Zeynep - Practical,Completed,41,2025-08-13T11:18:36.698440,2025-08-13T11:18:36.698440
836,participant_140,2,Voting System - Basit oylama mekanizması,Similar,Öğretmen Zeynep - Practical,Completed,37,2025-08-13T11:18:36.698440,2025-08-13T11:18:36.698440
837,participant_140,3,Escrow Contract - Güvenli ödeme sistemi,Complementary,Mentor Fatma - Supportive,Completed,35,2025-08-13T11:18:36.698440,2025-08-13T11:18:36.698440
838,participant_140,4,NFT Minting - ERC721 benzeri NFT,Similar,Öğretmen Zeynep - Practical,Completed,36,2025-08-13T11:18:36.698440,2025-08-13T11:18:36.698440
839,participant_140,5,Staking Contract - Token stake etme,Complementary,Mentor Fatma - Supportive,Completed,43,2025-08-13T11:18:36.698440,2025-08-13T11:18:36.698440
840,participant_140,6,Auction System - Açık artırma sistemi,Complementary,Mentor Fatma - Supportive,Completed,43,2025-08-13T11:18:36.698440,2025-08-13T11:18:36.698440
841,participant_141,1,Token Transfer Contract - ERC20 benzeri basit token,Similar,Elif - Security Aware,Completed,37,2025-08-21T11:18:36.698615,2025-08-21T11:18:36.698615
842,participant_141,2,Voting System - Basit oylama mekanizması,Similar,Elif - Security Aware,Completed,47,2025-08-21T11:18:36.698615,2025-08-21T11:18:36.698615
843,participant_141,3,Escrow Contract - Güvenli ödeme sistemi,Similar,Elif - Security Aware,Completed,37,2025-08-21T11:18:36.698615,2025-08-21T11:18:36.698615
844,participant_141,4,NFT Minting - ERC721 benzeri NFT,Complementary,Deniz - DApp Architect,Completed,36,2025-08-21T11:18:36.698615,2025-08-21T11:18:36.698615
845,participant_141,5,Staking Contract - Token stake etme,Complementary,Deniz - DApp Architect,Completed,52,2025-08-21T11:18:36.698615,2025-08-21T11:18:36.698615
846,participant_141,6,Auction System - Açık artırma sistemi,Complementary,Deniz - DApp Architect,Completed,48,2025-08-21T11:18:36.698615,2025-08-21T11:18:36.698615
847,participant_142,1,Token Transfer Contract - ERC20 benzeri basit token,Complementary,Öğretmen Zeynep - Practical,Completed,47,2025-11-09T11:18:36.698738,2025-11-09T11:18:36.698738
848,participant_142,2,Voting System - Basit oylama mekanizması,Similar,Dr. Ayşe - Beginner Friendly,Completed,54,2025-11-09T11:18:36.698738,2025-11-09T11:18:36.698738
849,participant_142,3,Escrow Contract - Güvenli ödeme sistemi,Similar,Dr. Ayşe - Beginner Friendly,Completed,36,2025-11-09T11:18:36.698738,2025-11-09T11:18:36.698738
850,participant_142,4,NFT Minting - ERC721 benzeri NFT,Complementary,Öğretmen Zeynep - Practical,Completed,44,2025-11-09T11:18:36.698738,2025-11-09T11:18:36.698738
851,participant_142,5,Staking Contract - Token stake etme,Complementary,Öğretmen Zeynep - Practical,Completed,43,2025-11-09T11:18:36.698738,2025-11-09T11:18:36.698738
852,participant_142,6,Auction System - Açık artırma sistemi,Similar,Dr. Ayşe - Beginner Friendly,Completed,35,2025-11-09T11:18:36.698738,2025-11-09T11:18:36.698738
853,participant_143,1,Token Transfer Contract - ERC20 benzeri basit token,Similar,Can - Gas Optimizer,Completed,45,2025-09-10T11:18:36.698851,2025-09-10T11:18:36.698851
854,participant_143,2,Voting System - Basit oylama mekanizması,Complementary,Burak - Blockchain Specialist,Completed,55,2025-09-10T11:18:36.698851,2025-09-10T11:18:36.698851
855,participant_143,3,Escrow Contract - Güvenli ödeme sistemi,Complementary,Burak - Blockchain Specialist,Completed,49,2025-09-10T11:18:36.698851,2025-09-10T11:18:36.698851
856,participant_143,4,NFT Minting - ERC721 benzeri NFT,Similar,Can - Gas Optimizer,Completed,47,2025-09-10T11:18:36.698851,2025-09-10T11:18:36.698851
857,participant_143,5,Staking Contract - Token stake etme,Complementary,Burak - Blockchain Specialist,Completed,39,2025-09-10T11:18:36.698851,2025-09-10T11:18:36.698851
858,participant_143,6,Auction System - Açık artırma sistemi,Similar,Can - Gas Optimizer,Completed,46,2025-09-10T11:18:36.698851,2025-09-10T11:18:36.698851
859,participant_144,1,Token Transfer Contract - ERC20 benzeri basit token,Similar,Elif - Security Aware,Completed,36,2025-10-22T11:18:36.698969,2025-10-22T11:18:36.698969
860,participant_144,2,Voting System - Basit oylama mekanizması,Similar,Elif - Security Aware,Completed,52,2025-10-22T11:18:36.698969,2025-10-22T11:18:36.698969
861,participant_144,3,Escrow Contract - Güvenli ödeme sistemi,Complementary,Deniz - DApp Architect,Completed,40,2025-10-22T11:18:36.698969,2025-10-22T11:18:36.698969
862,participant_144,4,NFT Minting - ERC721 benzeri NFT,Similar,Elif - Security Aware,Completed,53,2025-10-22T11:18:36.698969,2025-10-22T11:18:36.698969
863,participant_144,5,Staking Contract - Token stake etme,Complementary,Deniz - DApp Architect,Completed,37,2025-10-22T11:18:36.698969,2025-10-22T11:18:36.698969
864,participant_144,6,Auction System - Açık artırma sistemi,Complementary,Deniz - DApp Architect,Completed,41,2025-10-22T11:18:36.698969,2025-10-22T11:18:36.698969
865,participant_145,1,Token Transfer Contract - ERC20 benzeri basit token,Similar,Prof. Mehmet - Academic,Completed,54,2025-10-04T11:18:36.699090,2025-10-04T11:18:36.699090
866,participant_145,2,Voting System - Basit oylama mekanizması,Complementary,Ali - Facilitator,Completed,54,2025-10-04T11:18:36.699090,2025-10-04T11:18:36.699090
867,participant_145,3,Escrow Contract - Güvenli ödeme sistemi,Similar,Prof. Mehmet - Academic,Completed,47,2025-10-04T11:18:36.699090,2025-10-04T11:18:36.699090
868,participant_145,4,NFT Minting - ERC721 benzeri NFT,Complementary,Ali - Facilitator,Completed,46,2025-10-04T11:18:36.699090,2025-10-04T11:18:36.699090
869,participant_145,5,Staking Contract - Token stake etme,Complementary,Ali - Facilitator,Completed,37,2025-10-04T11:18:36.699090,2025-10-04T11:18:36.699090
870,participant_145,6,Auction System - Açık artırma sistemi,Similar,Prof. Mehmet - Academic,Completed,39,2025-10-04T11:18:36.699090,2025-10-04T11:18:36.699090
871,participant_146,1,Token Transfer Contract - ERC20 benzeri basit token,Similar,Deniz - DApp Architect,Completed,43,2025-08-22T11:18:36.699200,2025-08-22T11:18:36.699200
872,participant_146,2,Voting System - Basit oylama mekanizması,Similar,Deniz - DApp Architect,Completed,44,2025-08-22T11:18:36.699200,2025-08-22T11:18:36.699200
873,participant_146,3,Escrow Contract - Güvenli ödeme sistemi,Similar,Deniz - DApp Architect,Completed,42,2025-08-22T11:18:36.699200,2025-08-22T11:18:36.699200
874,participant_146,4,NFT Minting - ERC721 benzeri NFT,Complementary,Burak - Blockchain Specialist,Completed,46,2025-08-22T11:18:36.699200,2025-08-22T11:18:36.699200
875,participant_146,5,Staking Contract - Token stake etme,Complementary,Burak - Blockchain Specialist,Completed,52,2025-08-22T11:18:36.699200,2025-08-22T11:18:36.699200
876,participant_146,6,Auction System - Açık artırma sistemi,Complementary,Burak - Blockchain Specialist,Completed,40,2025-08-22T11:18:36.699200,2025-08-22T11:18:36.699200
877,participant_147,1,Token Transfer Contract - ERC20 benzeri basit token,Similar,Dr. Ayşe - Beginner Friendly,Completed,35,2025-08-20T11:18:36.699311,2025-08-20T11:18:36.699311
878,participant_147,2,Voting System - Basit oylama mekanizması,Complementary,Öğretmen Zeynep - Practical,Completed,45,2025-08-20T11:18:36.699311,2025-08-20T11:18:36.699311
879,participant_147,3,Escrow Contract - Güvenli ödeme sistemi,Similar,Dr. Ayşe - Beginner Friendly,Completed,40,2025-08-20T11:18:36.699311,2025-08-20T11:18:36.699311
880,participant_147,4,NFT Minting - ERC721 benzeri NFT,Complementary,Öğretmen Zeynep - Practical,Completed,36,2025-08-20T11:18:36.699311,2025-08-20T11:18:36.699311
881,participant_147,5,Staking Contract - Token stake etme,Similar,Dr. Ayşe - Beginner Friendly,Completed,54,2025-08-20T11:18:36.699311,2025-08-20T11:18:36.699311
882,participant_147,6,Auction System - Açık artırma sistemi,Complementary,Öğretmen Zeynep - Practical,Completed,47,2025-08-20T11:18:36.699311,2025-08-20T11:18:36.699311
883,participant_148,1,Token Transfer Contract - ERC20 benzeri basit token,Similar,Ahmet - Smart Contract Beginner,Completed,35,2025-11-05T11:18:36.699429,2025-11-05T11:18:36.699429
884,participant_148,2,Voting System - Basit oylama mekanizması,Complementary,Can - Gas Optimizer,Completed,37,2025-11-05T11:18:36.699429,2025-11-05T11:18:36.699429
885,participant_148,3,Escrow Contract - Güvenli ödeme sistemi,Complementary,Can - Gas Optimizer,Completed,51,2025-11-05T11:18:36.699429,2025-11-05T11:18:36.699429
886,participant_148,4,NFT Minting - ERC721 benzeri NFT,Complementary,Can - Gas Optimizer,Completed,35,2025-11-05T11:18:36.699429,2025-11-05T11:18:36.699429
887,participant_148,5,Staking Contract - Token stake etme,Similar,Ahmet - Smart Contract Beginner,Completed,45,2025-11-05T11:18:36.699429,2025-11-05T11:18:36.699429
888,participant_148,6,Auction System - Açık artırma sistemi,Similar,Ahmet - Smart Contract Beginner,Completed,53,2025-11-05T11:18:36.699429,2025-11-05T11:18:36.699429
889,participant_149,1,Token Transfer Contract - ERC20 benzeri basit token,Similar,Burak - Blockchain Specialist,Completed,52,2025-10-01T11:18:36.699540,2025-10-01T11:18:36.699540
890,participant_149,2,Voting System - Basit oylama mekanizması,Similar,Burak - Blockchain Specialist,Completed,45,2025-10-01T11:18:36.699540,2025-10-01T11:18:36.699540
891,participant_149,3,Escrow Contract - Güvenli ödeme sistemi,Complementary,Burak - Blockchain Specialist,Completed,41,2025-10-01T11:18:36.699540,2025-10-01T11:18:36.699540
892,participant_149,4,NFT Minting - ERC721 benzeri NFT,Complementary,Burak - Blockchain Specialist,Completed,48,2025-10-01T11:18:36.699540,2025-10-01T11:18:36.699540
893,participant_149,5,Staking Contract - Token stake etme,Similar,Burak - Blockchain Specialist,Completed,43,2025-10-01T11:18:36.699540,2025-10-01T11:18:36.699540
894,participant_149,6,Auction System - Açık artırma sistemi,Complementary,Burak - Blockchain Specialist,Completed,44,2025-10-01T11:18:36.699540,2025-10-01T11:18:36.699540
895,participant_150,1,Token Transfer Contract - ERC20 benzeri basit token,Similar,Dr. Ayşe - Beginner Friendly,Completed,49,2025-11-08T11:18:36.699658,2025-11-08T11:18:36.699658
896,participant_150,2,Voting System - Basit oylama mekanizması,Similar,Dr. Ayşe - Beginner Friendly,Completed,41,2025-11-08T11:18:36.699658,2025-11-08T11:18:36.699658
897,participant_150,3,Escrow Contract - Güvenli ödeme sistemi,Complementary,Öğretmen Zeynep - Practical,Completed,38,2025-11-08T11:18:36.699658,2025-11-08T11:18:36.699658
898,participant_150,4,NFT Minting - ERC721 benzeri NFT,Similar,Dr. Ayşe - Beginner Friendly,Completed,52,2025-11-08T11:18:36.699658,2025-11-08T11:18:36.699658
899,participant_150,5,Staking Contract - Token stake etme,Complementary,Öğretmen Zeynep - Practical,Completed,49,2025-11-08T11:18:36.699658,2025-11-08T11:18:36.699658
900,participant_150,6,Auction System - Açık artırma sistemi,Complementary,Öğretmen Zeynep - Practical,Completed,43,2025-11-08T11:18:36.699658,2025-11-08T11:18:36.699658
